content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
Good,5,0,,Unknown,2022-05-09 05:32:00,good
Semakin mantaap pelayananny....,5,0,2.5.4,2.5.4,2022-05-08 20:57:31,mantaap pelayananny
Bagus jadi simpel oesen tiket,5,0,2.5.4,2.5.4,2022-05-08 07:04:09,bagus simpel oesen tiket
Tingkatkan lagi msh ada yang blm sempurna,3,0,2.5.4,2.5.4,2022-05-07 18:30:56,tingkat msh blm sempurna
Oke,5,0,,Unknown,2022-05-06 18:18:52,oke
Sangat membantu,5,0,2.5.3,2.5.3,2022-05-06 15:07:10,bantu
Mantap,5,0,2.5.3,2.5.3,2022-05-05 12:48:36,mantap
Maaf sy kasih segini soalnya masih susah persen via onlain,1,0,2.5.4,2.5.4,2022-05-03 10:09:51,maaf sy kasih gin susah persen via onlain
Ok,5,0,,Unknown,2022-05-03 09:25:07,ok
apk gak jelas. sampai 2 bulan kedpan cek tiket ko kosong/habis trus. pembodohan ini namanya,1,0,2.5.4,2.5.4,2022-05-02 00:42:44,aplikasi tidak kedpan cek tiket ko kosonghabis trus bodoh nama
"Biasa pesen di aplikasi ini kalau mau naik RosIn, jadi tidak ribet",5,0,,Unknown,2022-04-30 18:19:06,sen aplikasi rosin tidak ribet
Kerennn n mantap,5,0,,Unknown,2022-04-30 09:29:34,kerennn mantap
"Pernah beli online,kode booking gak dkirim via sms ataupun email,akhirnya nanya ke agen cengkareng,smpai di sn agennya gak mau bukain malah katanya suruh komplen ke kantor pusat,dia bilang lagian ngapain beli online,utng ada ibunya yg mau bantu،،lha kok aneh agennya ada penumpang beli online di jawabnya sinis..tolong dong kantor pusat di edukasi lagi tiap agennya kl ada penumpang beli online tapi kode booking lupa gak di save utk dibantu,krn online kan harusnya mempermudah costumer..mksih",2,4,2.5.4,2.5.4,2022-04-30 00:56:28,beli onlinekode booking tidak dkirim via sms emailakhirnya nanya agen cengkarengsmpai sn agen tidak bukain suruh komplen kantor pusatdia bilang ngapain beli onlineutng ibu bantulha aneh agen tumpang beli online sinistolong kantor pusat edukasi agen kl tumpang beli online kode booking lupa tidak save dibantukrn online mudah costumermksih
Ini Kalo Mode Pesawat Emirates Kelasnya!!!,5,0,2.5.4,2.5.4,2022-04-30 00:20:31,mode pesawat emirates kelas
"Pelayanan prima, tolong tambah armadanya untuk tujuan muara enim ke surabaya",5,0,2.5.4,2.5.4,2022-04-29 21:55:43,layan prima tolong armada tuju muara enim surabaya
"Pembayarannya kurang komplit,seharusnya bisa dibayar dr mobile banking mandiri,bni,bri dsb nya,gak hanya dr bca dan minimarket saja..tolong ditambah metode pembayarannya,trimakasih",4,9,2.5.4,2.5.4,2022-04-29 21:26:44,bayar komplitseharusnya bayar dr mobile banking mandiribnibri dsb nyagak dr bca minimarket sajatolong tambah metode pembayarannyatrimakasih
Keren...,4,0,2.5.3,2.5.3,2022-04-29 19:53:22,keren
Good servis,5,0,2.5.3,2.5.3,2022-04-29 19:29:53,good servis
Minnnn ..mbok diperbaiki Aplikasinya .. Cek Booking kaluar mau ganti tanggal masak ngulang dari awal ngetik ulang .. Ketika balik biar masih utuh pencarian terakhir tinggal edit yang mau dirubah aja ..TRIMS,4,0,2.5.3,2.5.3,2022-04-29 18:02:40,minnnn mbok baik aplikasi cek booking kaluar ganti tanggal masak ngulang ngetik ulang biar utuh cari tinggal edit rubah trims
Jjossss,5,0,2.5.3,2.5.3,2022-04-29 17:10:23,jjossss
Baik,5,0,2.5.3,2.5.3,2022-04-29 13:08:26,
aplikasi nya belum sempurna..tolong di benahi..,5,0,2.5.3,2.5.3,2022-04-29 06:53:57,aplikasi sempurnatolong benah
Mantap,5,0,2.5.3,2.5.3,2022-04-28 19:41:35,mantap
Ok,5,0,2.5.4,2.5.4,2022-04-28 16:36:24,ok
"Mantap, nyaman safety first 👍🏼👍🏼👍🏼",5,0,2.5.4,2.5.4,2022-04-28 11:28:23,mantap nyaman safety first
"Mosok setiap mau pesan selalu habis, habis muluk via online.. Ya gak usah ada aja aplikasi nya, percuma, tetap harus ke loket beli tiket... Ngapain ada aplikasi pesan tiket!!!!",1,21,2.5.3,2.5.3,2022-04-27 16:47:19,mosok pesan habis habis muluk via online tidak aplikasi loket beli tiket ngapain aplikasi pesan tiket
Ok,5,0,2.5.1,2.5.1,2022-04-26 12:26:01,ok
Bagus nih,5,0,2.5.3,2.5.3,2022-04-25 00:39:38,bagus nih
Yooo,5,0,2.5.3,2.5.3,2022-04-24 23:49:15,yooo
Tolong ditingkatkan lagi aplikasi nya,3,0,,Unknown,2022-04-24 23:38:31,tolong tingkat aplikasi
Maaf y min saya kasih segini bintangnya....soalnya pas saya pasang app kenapa pas mau daftar masa g bisa mulu muncul terus otp sampai berkali2 dan me looping bikin kesel. Maaf y min ini tolong di perbaiki sistem algoritmatnya kalau belum siap diluncurkan jangan mending uji coba dulu trail error nya,1,22,2.5.3,2.5.3,2022-04-24 20:32:09,maaf admin kasih gin bintangnyasoalnya pasang aplikasi daftar mulu muncul otp kali me looping bikin kesel maaf admin tolong baik sistem algoritmatnya luncur jangan mending uji coba trail error
sistem apk nya kenapa ya padahal ngga ada updatean tapi dr apk ada notice perbarui terus,1,0,,Unknown,2022-04-24 17:33:34,sistem aplikasi ngga updatean dr aplikasi notice baru
RosIn mantaaapp. Pemesanan tiketnya sangat memudahkan sekali,5,0,2.5.3,2.5.3,2022-04-24 15:46:07,rosin mantaaapp mesan tiket mudah
"Setiap abis install n cari tiket, ada notif suruh ke Agen terdekat",4,0,2.5.3,2.5.3,2022-04-24 13:59:23,abis install cari tiket notif suruh agen dekat
Good... Pelayanan bagusss dijamin,5,0,2.5.3,2.5.3,2022-04-24 11:32:20,good layan bagusss jamin
Registrasi susah setiap ingin cek kode verifikasi selalu mengulang dari awal lagi. Tolong di perbaiki lagi aplikasinya.,1,0,2.5.3,2.5.3,2022-04-23 16:22:47,registrasi susah cek kode verifikasi ulang tolong baik aplikasi
"Aplikasinya sangat membantu, hanya pembayaran secara e banking terbatas",5,0,2.5.3,2.5.3,2022-04-23 16:14:07,aplikasi bantu bayar banking batas
"Aplikasinya ngg bisa dikeluarin,dan respon nya masih lemot,tolong diperbarui lagi aplikasinya",1,0,2.5.3,2.5.3,2022-04-23 15:49:50,aplikasi ngg dikeluarindan respon lemottolong baru aplikasi
Ok,5,0,2.5.3,2.5.3,2022-04-23 14:32:07,ok
Bagus,5,0,2.5.3,2.5.3,2022-04-23 13:48:53,bagus
Sangat baik,5,0,2.5.3,2.5.3,2022-04-23 11:48:48,
Siiiplah,3,0,2.5.3,2.5.3,2022-04-23 05:17:18,siiiplah
Mantap,5,0,2.5.3,2.5.3,2022-04-23 00:04:11,mantap
ok,5,0,2.5.3,2.5.3,2022-04-22 22:40:05,ok
"Enak..sopirnya keneknya para pegawainya dan semua staff Rosalia bahkan dit4 makan nya semuanya ramah-ramah, baik-baik dan mengayomi ketika bertanya dan sebagainya.. seakan2 kita keluarga meskipun aku berangkat sendirian tp jadi tidak khawatir🥰 terimakasih banyak, jazakumullah khairon aljaza 🙏🏻 semoga semua staff Rosalia diberkahi Rizki umur dan amalnya..dan dimasukkan ke syurgaNya kelak aamiin yaa rabbal'alaamiin 🤲🏻",5,0,2.5.3,2.5.3,2022-04-22 22:35:32,enaksopirnya kenek pegawai staff rosalia dit makan ramahramah baikbaik ayom akan keluarga berangkat tidak khawatir terimakasih jazakumullah khairon aljaza moga staff rosalia kah rizki umur amalnyadan masuk syurganya kelak aamiin yaa rabbalalaamiin
Kode Verifikasi tidak masuk,1,0,2.5.3,2.5.3,2022-04-22 19:12:33,kode verifikasi tidak
Recommend,5,0,2.5.3,2.5.3,2022-04-22 18:43:37,recommend
Cukup membantu dlm pembelian tiket,4,0,2.5.3,2.5.3,2022-04-22 18:32:47,bantu beli tiket
Sangat membantu,5,0,2.5.1,2.5.1,2022-04-22 14:43:20,bantu
Aplikasi kurang mendukung,2,0,2.5.3,2.5.3,2022-04-22 14:42:49,aplikasi dukung
"Bagus, supaya ditambah promo dan kemudahan pembayaran",5,0,2.5.3,2.5.3,2022-04-22 11:58:17,bagus tambah promo mudah bayar
Ini kalau beli tiket. Emang nggak ada pesan di email yaa. Soalnya saya nggak dapet email atas pembelian yg saya lakukan,3,1,2.5.3,2.5.3,2022-04-22 10:28:45,beli tiket emang nggak pesan email yaa nggak dapet email beli laku
Bus Trans Jawa yang sangat nyaman ... tak ingin berpaling ke yang lain ... semoga pelayanannya makin ditingkatkan ... 👍👍👍👍👍,5,0,2.5.3,2.5.3,2022-04-22 06:22:01,bus trans jawa nyaman paling moga layan tingkat
Ok,5,0,2.5.3,2.5.3,2022-04-22 04:34:37,ok
Sangat membantu sekali.,5,0,,Unknown,2022-04-21 18:05:04,bantu
Sangat bermanfaat,5,0,2.5.3,2.5.3,2022-04-21 16:36:02,manfaat
Sangat membantu klo mau pulang kampung...ga repot lagi beli tiketnya,5,0,2.5.3,2.5.3,2022-04-21 15:30:41,bantu pulang kampungga repot beli tiket
Belum di coba kaya ya ribet nih bagaimana cara pesan tiket masukin no kursi yg susah,4,0,2.5.3,2.5.3,2022-04-21 12:17:22,coba kaya ribet nih pesan tiket masukin no kursi susah
Siip,2,0,2.5.3,2.5.3,2022-04-21 11:55:14,siip
Pelayana ok bgt,5,0,2.5.3,2.5.3,2022-04-21 06:09:16,pelayana ok banget
Rosalia indah nyaman aman dn baik,5,0,2.5.3,2.5.3,2022-04-20 20:48:24,rosalia indah nyaman aman dn
"Jika mencari tiket kadang gak ada,perlu di perbaiki lagi",1,0,2.5.3,2.5.3,2022-04-20 20:00:34,cari tiket kadang tidak adaperlu baik
Recommended Bus,5,0,2.5.3,2.5.3,2022-04-20 18:03:23,recommended bus
Ok,5,0,2.5.3,2.5.3,2022-04-20 15:03:57,ok
MantuuUuLL pokok nya... perjalanan dari BSD Serpong ke Ajibarang. Pelayanan nya ok Supir kenek ramah... resto nya juga rapih tepat waktu gaspoll👍👍👍🤗🤗⭐⭐⭐⭐⭐Juara Pokoknya Rosalia Indah 🏆,5,0,2.5.3,2.5.3,2022-04-20 14:20:33,mantuuuull pokok jalan bsd serpong ajibarang layan ok supir kenek ramah resto rapih waktu gaspolljuara pokok rosalia indah
Ok,5,0,2.5.3,2.5.3,2022-04-20 09:38:15,ok
Muantap,5,0,2.5.3,2.5.3,2022-04-20 09:34:47,muantap
Ok,5,0,2.5.3,2.5.3,2022-04-20 04:57:12,ok
Oook,5,0,2.5.3,2.5.3,2022-04-19 23:48:38,oook
Ok,5,0,2.5.3,2.5.3,2022-04-19 00:54:31,ok
Is good,5,0,,Unknown,2022-04-18 23:59:23,is good
mantap,5,0,2.5.3,2.5.3,2022-04-18 22:58:50,mantap
Tidak ada menu Cetak Kwitansi (kadang perlu untuk penggantian biaya perjalanan) Tidak ada menu rescedule / refund,5,0,2.5.3,2.5.3,2022-04-18 22:58:44,tidak menu cetak kwitansi kadang ganti biaya jalan tidak menu rescedule refund
Ok,5,0,2.5.3,2.5.3,2022-04-18 20:35:41,ok
Lumayan,2,0,2.5.3,2.5.3,2022-04-18 15:50:54,lumayan
Jooos tenan,5,0,2.5.3,2.5.3,2022-04-18 15:47:13,jooos tenan
Ok,5,0,2.5.3,2.5.3,2022-04-18 14:00:20,ok
"Mungkin klo belum siap aplikasinya sebaiknya tidak usah di launching dahulu...kasihan customer nya, sec teknis di lapangan bagus, namun tdk didukung management IT yg baik.",2,14,2.5.3,2.5.3,2022-04-18 12:49:21,aplikasi tidak launching dahulukasihan customer sec teknis lapang bagus tidak dukung management it
Mantap,5,0,2.5.3,2.5.3,2022-04-18 12:04:25,mantap
Top,5,0,2.5.3,2.5.3,2022-04-18 09:04:31,top
"4 dulu, pengguna baru",3,0,2.5.3,2.5.3,2022-04-18 05:15:03,guna
Transit nunggu 3jam,1,0,2.5.0,2.5.0,2022-04-17 15:54:01,transit nunggu jam
sangat memuaskan,4,0,2.5.3,2.5.3,2022-04-17 13:47:50,muas
Lost access terus,1,0,2.5.3,2.5.3,2022-04-17 13:10:03,lost access
Mantap,5,0,2.5.3,2.5.3,2022-04-17 12:01:46,mantap
Jos,4,0,2.5.3,2.5.3,2022-04-17 11:03:20,jos
Ok tq..,5,0,2.5.1,2.5.1,2022-04-17 11:00:02,ok tq
nyaman dalam perjalanan,4,0,2.5.3,2.5.3,2022-04-17 09:51:08,nyaman jalan
gak bisa booking,1,0,2.5.3,2.5.3,2022-04-17 04:44:39,tidak booking
Sangat membantu dalam proses pembelian tiket,5,0,2.5.3,2.5.3,2022-04-17 04:36:30,bantu proses beli tiket
Parahhhhhhh,1,0,2.5.3,2.5.3,2022-04-17 04:09:02,parahhhhhhh
Bagus dan berguna,5,0,2.5.3,2.5.3,2022-04-16 21:25:46,bagus guna
I like it,5,0,2.5.3,2.5.3,2022-04-16 21:23:40,like it
Mntap,5,0,,Unknown,2022-04-16 20:15:54,mntap
"Nyaman,Aman dan juga ramah.",5,0,2.5.3,2.5.3,2022-04-16 20:14:25,nyamanaman ramah
Permudah pencarian tiket,5,0,2.5.3,2.5.3,2022-04-16 19:38:24,mudah cari tiket
"Semenjak update,Semakin buruk untuk lihat busnya,",1,0,2.5.3,2.5.3,2022-04-16 17:53:14,semenjak updatesemakin buruk bus
Check,5,0,2.5.3,2.5.3,2022-04-16 15:54:36,check
Lemot,3,0,2.5.3,2.5.3,2022-04-16 14:10:37,lot
Bus yang nyaman sopan dijalan pelayanan bintang 5,5,0,2.5.3,2.5.3,2022-04-16 11:15:31,bus nyaman sopan jalan layan bintang
Masih mencoba aplikasi ini pertama kali,4,0,2.5.3,2.5.3,2022-04-16 10:39:29,coba aplikasi
Ok,5,0,2.5.3,2.5.3,2022-04-16 10:08:55,ok
Pelayanan juara dan sopan,5,0,2.5.3,2.5.3,2022-04-16 05:45:45,layan juara sopan
Semoga makin jaya terus aplikasi rosalianya,5,0,,Unknown,2022-04-16 03:12:11,moga jaya aplikasi rosalianya
Top dah,5,0,2.5.3,2.5.3,2022-04-15 23:29:44,top dah
No recomended. pertama kali pakai tiket untuk semua tanggal keberangkatan tidak jelas.,1,0,2.5.3,2.5.3,2022-04-15 22:54:43,no recomended pakai tiket tanggal berangkat tidak
Pelayanan Memuaskan,5,0,2.5.3,2.5.3,2022-04-15 21:23:11,layan muas
"Fontya kurang gede ngab, popup updatenya ilangin napa weird banget.",3,0,,Unknown,2022-04-15 21:17:34,fontya gede ngab popup updatenya ilangin napa weird banget
Ok,5,0,2.5.3,2.5.3,2022-04-15 21:11:39,ok
Mantul armadanya,5,0,2.5.3,2.5.3,2022-04-15 13:57:37,mantul armada
Ok,3,0,2.5.3,2.5.3,2022-04-15 13:54:30,ok
Sering memakai aplikasi unt pesen tiket..mudah,5,0,,Unknown,2022-04-15 13:08:57,pakai aplikasi unt sen tiketmudah
DIKASIH KRITIK & SARAN NAMUN TIDAK PERNAH DITINDAKLANJUTI PERUBAHAN APLIKASINYA!!! SELALU MUNCUL NOTIF UPDATE NAMUN KETIKA DI KLIK TIDAK ADA UPDATE!!! SAYANG SEKALI BILA INI SERING TERJADI YANG ADA PELANGGAN KABURRRR,1,0,2.5.3,2.5.3,2022-04-15 12:22:40,kasih kritik saran tidak ditindaklanjuti ubah aplikasi muncul notif update klik tidak update sayang langgan kaburrrr
Pemesanan mudah,5,0,2.5.3,2.5.3,2022-04-15 11:05:03,mesan mudah
Oke,5,0,,Unknown,2022-04-15 03:37:32,oke
Masa cari keberangkatan dr tangerang ke banyumas smua tgl gk ada,1,0,2.5.3,2.5.3,2022-04-14 23:37:32,cari berangkat dr tangerang banyumas smua tgl tidak
Mantap,5,0,2.5.3,2.5.3,2022-04-14 21:31:35,mantap
Memudahkan,5,0,2.5.3,2.5.3,2022-04-14 19:03:36,mudah
Kelasss,5,0,2.5.3,2.5.3,2022-04-14 17:51:52,kelasss
Lumayan kl pesen bangku jgn di rubah yaa,4,0,2.5.3,2.5.3,2022-04-14 16:49:00,lumayan kl sen bangku jgn rubah yaa
Kurang simpli,4,0,2.5.3,2.5.3,2022-04-14 15:21:05,simpli
Coba dulu pakek via aplikasi,4,0,2.5.3,2.5.3,2022-04-14 10:19:05,coba pakek via aplikasi
ok,5,0,2.5.3,2.5.3,2022-04-14 00:00:33,ok
Ntabb,5,0,2.5.1,2.5.1,2022-04-13 12:33:29,ntabb
Sangat nyaman,5,0,,Unknown,2022-04-13 08:07:44,nyaman
Bagus,5,0,2.5.0,2.5.0,2022-04-12 19:02:33,bagus
"Tolong di aplikasi, urutkan kelas pelayanan dari yg termahal, jangan acak-acakan.",4,2,2.5.2,2.5.2,2022-04-12 18:50:47,tolong aplikasi urut kelas layan mahal jangan acakacakan
Anjay aku bohong,4,0,,Unknown,2022-04-12 13:51:08,anjay bohong
Mantapp,5,0,2.5.1,2.5.1,2022-04-12 12:14:13,mantapp
Aplikasi tidak berguna. Saya gak bisa cari bisnya. Apa perusahaan sudah bangkrut?,1,0,2.5.2,2.5.2,2022-04-11 23:48:27,aplikasi tidak guna tidak cari bis usaha bangkrut
Mantaap,3,0,2.5.2,2.5.2,2022-04-11 21:13:58,mantaap
Good,5,0,2.5.1,2.5.1,2022-04-11 13:36:35,good
"Selalu utamakan pelayanan, rosalia indah top markotooop",5,0,2.5.2,2.5.2,2022-04-11 13:23:07,utama layan rosalia indah top markotooop
Luar biasa,5,0,2.5.2,2.5.2,2022-04-11 10:51:49,
Lebih mudah... Beli tiketnya,5,0,2.5.2,2.5.2,2022-04-11 08:13:43,mudah beli tiket
Kemudahan boking tiket....,5,0,2.5.0,2.5.0,2022-04-11 07:52:35,mudah boking tiket
Pembayaran lewat bri kok jadi gak bisa,2,0,2.5.2,2.5.2,2022-04-11 04:24:31,bayar bri tidak
Good,5,0,2.5.2,2.5.2,2022-04-11 01:10:23,good
Semoga lebih baik,4,0,2.5.2,2.5.2,2022-04-10 22:40:10,moga
Siiiip,5,0,2.4.9,2.4.9,2022-04-10 21:06:50,siiiip
Belum pernah naik,2,0,2.5.2,2.5.2,2022-04-10 19:31:37,
Busnya sangat nyaman,5,0,2.5.2,2.5.2,2022-04-10 19:02:31,bus nyaman
Ok,5,0,2.5.2,2.5.2,2022-04-10 13:22:09,ok
Bagus dan cepat uda brapa kali pesen slalu ok,5,0,2.5.2,2.5.2,2022-04-10 13:10:40,bagus cepat uda brapa sen slalu ok
Nyaman,5,0,2.5.2,2.5.2,2022-04-10 12:44:11,nyaman
Oke,5,0,2.5.2,2.5.2,2022-04-10 05:17:27,oke
Memudahkan pelanggan untuk pesan tiket,5,0,2.5.2,2.5.2,2022-04-09 23:54:32,mudah langgan pesan tiket
Ok,4,0,2.5.2,2.5.2,2022-04-09 22:06:02,ok
"Pelayanannya memuaskan. Saya lupa ss kode booking, langsung email ke CS nya. Beberapa menit kemudian customer servicenya langsung mengirim etiket. Terima kasih 🙏🏻",5,1,2.5.2,2.5.2,2022-04-09 14:22:41,layan muas lupa ss kode booking email cs menit customer servicenya kirim etiket terima kasih
Ka cra pembayaran nya gmna tdi saya udh pilih bca tpi pas mau bayar gd linknya,4,0,2.5.2,2.5.2,2022-04-09 11:21:56,ka cra bayar gmna tdi pilih bca tpi bayar gd linknya
Good,3,0,,Unknown,2022-04-09 11:09:01,good
Sesuai jadwal dan tepat waktu,5,0,2.5.0,2.5.0,2022-04-08 21:55:42,sesuai jadwal waktu
Nyamannn,5,0,2.4.9,2.4.9,2022-04-08 21:38:04,nyamannn
"Ngak jelas nih apk, ngak bisa boking tiket bolakbalik isi biodata dllnya, cuma buang buang waktu",1,0,2.5.1,2.5.1,2022-04-07 20:54:50,ngak nih apk ngak boking tiket bolakbalik isi biodata dllnya buang buang waktu
"Nggak sesuai jadwal di versi web sama aplikasi, bikin bingung yang bener jadwal keberangkatan jam berapa??? Terus info persyaratan keberangkatan juga beda yang di aplikasi sama web, mana infonya telat update, bikin penumpang kelabakan kudu nyiapin2 lagi berkas yg harusnya ga di siapin. NGESELIN BGT. TAU GITU KAN SAYA BISA SIAP2 JAUH2 HARI, KYK GINI PAS DIBUTUHIN PERGI DADAKAN JADI KELABAKAN NYIAPINYA KRN AWALNY GA DISURUH BW BERKAS. EH MENDADAK MUNCUL PERSYARATAN BEGITU, TLNG BGT DIUAPPNY APPNYA",4,17,2.5.1,2.5.1,2022-04-06 00:58:05,nggak sesuai jadwal versi web aplikasi bikin bingung bener jadwal berangkat jam info syarat berangkat beda aplikasi web info telat update bikin tumpang laba kudu nyiapin berkas tidak siapin ngeselin bgt tau gitu gin dibutuhin pergi dada laba nyiapinya awalny tidak suruh bw berkas eh dadak muncul syarat tlng banget diuappny appnya
Sangat membantu dalam proses pencarian tiket mobil ke semarang,5,0,2.5.1,2.5.1,2022-04-04 12:38:06,bantu proses cari tiket mobil semarang
Mantullll,5,0,2.5.0,2.5.0,2022-04-03 23:13:09,mantullll
Buat apa aplikasinya ?? Kalau harus bayar lewat agent terdekat,1,0,,Unknown,2022-04-03 14:15:05,aplikasi bayar agent dekat
Rosalia sakjose,5,0,,Unknown,2022-04-03 10:15:23,rosalia sakjose
"Pengalaman mudik lebaran dg rosalia sebelum covid19 ,hrga pertiket hampir 600K ,makan dg urap kol dan lele ... Kalah dg PO lain dg tiket bawah 500K makan banyak pilihan menu .. dan tertibkan kondekturnya dg pungli bagasi",2,0,2.4.0,2.4.0,2022-04-01 11:52:02,alam mudik lebaran dg rosalia covid hrga tiket makan dg urap kol lele kalah dg po dg tiket makan pilih menu tertib kondektur dg pungli bagasi
"Barusan instal lagi setelah unistal tahun lalu..eh tetep sama ga berguna, mau pakai laptop maupun smartphone hasilnya sama..sampah, kayanya yg bikin emg baru belajar.",1,7,2.4.3,2.4.3,2022-03-31 16:35:51,barusan instal unistal tahun lalueh tetep tidak guna pakai laptop smartphone hasil samasampah kaya bikin emg ajar
Tinggal update kerjasama dg BRI karena Mocash BRI sudah tidak diakomodir pada aplikasi BRI Mobile terbaru.,5,0,2.5.1,2.5.1,2022-03-29 15:17:12,tinggal update kerjasama dg bri mocash bri tidak diakomodir aplikasi bri mobile baru
Bagus,5,0,,Unknown,2022-03-29 08:47:17,bagus
Bus transit lama banget menunggu berjam jam tidak datang,1,0,,Unknown,2022-03-26 19:07:39,bus transit banget tunggu jam jam tidak
Cukup menyenangkan,4,0,2.4.9,2.4.9,2022-03-26 15:56:50,senang
Udah daftar .. login gagal terus,1,0,2.5.1,2.5.1,2022-03-25 12:39:55,udah daftar login gagal
Aplikasi asuuu,2,0,,Unknown,2022-03-24 23:00:08,aplikasi asuuu
Aplikasih yg paling jelek,1,0,2.5.1,2.5.1,2022-03-24 16:10:13,aplikasih jelek
Oke,5,0,,Unknown,2022-03-24 11:40:01,oke
Bagus,5,0,2.5.0,2.5.0,2022-03-23 07:56:44,bagus
Enak dan nyaman di perjalanan,4,0,2.5.1,2.5.1,2022-03-21 10:57:04,nyaman jalan
"Buka aplikasi, buka website tiket selalu tidak available. Padahal pesen dari jauh2 hari. Disuruh langsung ke agen. hahaha..",1,0,,Unknown,2022-03-21 10:06:12,buka aplikasi buka website tiket tidak available sen suruh agen hahaha
Baik,5,0,2.5.0,2.5.0,2022-03-16 10:34:08,
Pembayaran lewat mocash BRI agak rumit Sediakan pembayaran pakai Dana,3,0,2.5.0,2.5.0,2022-03-15 01:14:31,bayar mocash bri rumit sedia bayar pakai dana
Sangat membantu dan memudahan mencari transportasi Bis tanpa melalui calo. 👍,5,1,2.5.1,2.5.1,2022-03-14 13:00:03,bantu mudah cari transportasi bis calo
"Sangat mempermudah dalam pemesanan tiket Bus, karena saya tiap 2 mgg, jkt-smg-jkt.",5,0,2.5.0,2.5.0,2022-03-13 22:15:28,mudah mesan tiket bus mgg jktsmgjkt
Maaf kakak.. Saya mau pesan bus Super Top SHd.. Keberangkatan dari Kalideres tujuan Solo kog gak ada pilihan nya.. Soalnya biasanya saya pesan selalu ada untuk pilihan Super Top Shd ada.. Kog ini tiba tiba saya mau pesan kog gak ada ya.. Terimah kasih,5,36,2.5.1,2.5.1,2022-03-13 12:59:42,maaf kakak pesan bus super top shd berangkat kalideres tuju solo kog tidak pilih pesan pilih super top shd kog pesan kog tidak terimah kasih
Sering kecewa dengan aplikasi ini. Saat membutuhkan. aplikasi tidak bisa bekerja dengan Maximal.mengecewakan para customer.,1,7,2.5.1,2.5.1,2022-03-12 21:16:27,kecewa aplikasi butuh aplikasi tidak maximalmengecewakan customer
Saya kasih bintang 5 kalo udah ada metode pembayaran MANDIRI,3,0,2.5.0,2.5.0,2022-03-12 19:19:30,kasih bintang udah metode bayar mandiri
Bagus,5,0,,Unknown,2022-03-12 11:54:51,bagus
"slalu pakai aplikasi milik ros in ini mudah dan efisien,bisa pilih bangku",5,0,,Unknown,2022-03-11 13:57:11,slalu pakai aplikasi milik ros in mudah efisienbisa pilih bangku
"Mantap deh aplikasinya. Jd gampang buat pesen online dari jauh2 hari. Untuk pelayanan CS juga baik,saya pernah pindah jam dan up class fast respon. Untuk armada juga bagus2. Pelayanan crew nya juga ramah banget.",5,1,2.5.0,2.5.0,2022-03-11 08:05:33,mantap deh aplikasi gampang sen online layan cs baiksaya pindah jam up class fast respon armada bagus layan crew ramah banget
"Sangat kecewa, pesan tiket dan sudah bayar , tapi jam keberangkatan di rubah secara mendadak, dan gak ada keterangannya",1,4,2.5.1,2.5.1,2022-03-10 21:55:23,kecewa pesan tiket bayar jam berangkat rubah dadak tidak terang
Mudah,5,0,2.5.1,2.5.1,2022-03-10 21:12:05,mudah
Mewah,5,0,2.5.0,2.5.0,2022-03-10 16:52:54,mewah
Mantap,5,0,2.5.1,2.5.1,2022-03-10 13:54:31,mantap
Ini niat buat aplikasi gak sih???,1,0,2.5.1,2.5.1,2022-03-10 08:53:25,niat aplikasi tidak sih
"Pada pilihan tujuan, klu kita sdh memilih kota keberangkatan, mestinya pilihan kota kedatangan hny ada pilihan yg dilayani oleh armada Rosalia. Tks",4,5,2.5.1,2.5.1,2022-03-09 21:18:26,pilih tuju klu sdh pilih kota berangkat mesti pilih kota datang hny pilih layan armada rosalia tks
Top,5,0,2.5.1,2.5.1,2022-03-09 20:08:03,top
Respon cepat,5,0,2.5.1,2.5.1,2022-03-09 19:40:27,respon cepat
Saya juga penasaran knapa rosalia indah bus nya bagus kok susah pesen tiket onlen mohon donk di perbaiki biar mudah pesan dan gampang klo mau naik bus ini makasih,2,0,,Unknown,2022-03-09 19:24:04,penasaran knapa rosalia indah bus bagus susah sen tiket onlen donk baik biar mudah pesan gampang bus makasih
"Aplikasi masih ngebuk,,isi data penumpang gak gak bisa..",1,1,2.5.1,2.5.1,2022-03-09 17:29:44,aplikasi ngebukisi data tumpang tidak tidak
Pelayanan 👍👍👍,5,0,2.5.0,2.5.0,2022-03-08 05:53:03,layan
"Perjalanan dari jkt ke solo saya teledor pas turun hp ketinggalan,gercep deh lapor agen alhamdullilah besoknya hp saya bisa di temukan trimakasih crew rosalia indah mental anda sungguh baik,oyaa armadanya jg sangat nyaman.moga bisa di pertahankan",5,0,,Unknown,2022-03-06 08:19:28,jalan jkt solo teledor turun hp ketinggalangercep deh lapor agen alhamdullilah besok hp temu trimakasih crew rosalia indah mental sungguh baikoyaa armada nyamanmoga tahan
Pemberangkatan selalu jam karet,1,0,2.5.0,2.5.0,2022-03-04 19:09:49,berangkat jam karet
Tetep ok,5,0,,Unknown,2022-03-04 01:14:51,tetep ok
